cert_id,profile_id,cert_name,issuer,issue_date,expiry_date,credential_url,created_at
84a53e31-b106-441e-38d6-3472d01c9d00,3422bb5a-d9cc-21d2-2d9c-60cd5ea03d42,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-11-29,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-22 15:46:00
811d5c66-feee-61a9-ab82-e95411fb8702,e877770e-ae51-9a9b-8113-2981caedf979,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-12-24,,https://www.coursera.org/specializations/machine-learning-introduction,2026-09-14 10:36:00
507ebae2-1951-0f90-0602-30b7aa8c8e61,6f488673-6893-9da2-7a43-84199ddd7ecc,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2024-02-27,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-03 00:02:00
683ab316-05bf-15cf-f352-325008951886,98e81d6f-0c05-5bb3-01a0-78f51565fe66,"Oracle Certified Associate, Java SE Programmer",Oracle,2025-08-01,,https://education.oracle.com/,2026-09-14 20:01:00
12c560f0-29dd-a158-85e6-6a6b27f2aec3,7847074d-9abc-d9bf-f5dd-342259415c99,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-03-29,,https://pythoninstitute.org/pcep,2026-07-07 15:08:00
a32bd05a-4efe-4591-64b9-1ffc2eb78b1b,7847074d-9abc-d9bf-f5dd-342259415c99,Machine Learning Specialization,DeepLearning.AI / Coursera,2026-05-21,,https://www.coursera.org/specializations/machine-learning-introduction,2026-07-07 15:08:00
18763672-317a-de1d-6bfb-3a7bc91b6eac,da2de42e-7242-e3dd-48b8-2b0aedb36225,Google Data Analytics Professional Certificate,Google / Coursera,2024-10-06,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-17 06:56:00
c3b73478-1566-1849-4d05-3204f961ff62,0f0cffa1-71d7-c324-a5a5-8349016b0531,Docker Certified Associate,Docker / Mirantis,2025-11-30,,https://training.mirantis.com/,2026-07-20 20:55:00
fceceaba-9725-1487-553c-31f0d07ac812,0f00aaa8-9380-8821-54e7-b6000ec41539,CompTIA Security+,CompTIA,2023-11-07,2026-11-06,https://www.comptia.org/certifications/security,2026-09-13 06:50:00
48ed5838-2d38-3f66-7bf2-1470b3a04eaa,e8649a16-4145-0000-9dc1-127139056a43,Meta Front-End Developer Professional Certificate,Meta / Coursera,2024-10-11,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-07-13 09:00:00
379aa5e0-01e3-01f6-633c-ef9c4f25baff,d528f013-cd5e-2dcb-359c-8f9245a178fa,Deep Learning Specialization,DeepLearning.AI / Coursera,2024-02-12,,https://www.coursera.org/specializations/deep-learning,2026-07-23 23:43:00
33f8c1c7-7170-f949-6553-8a5b97787a01,dd968c25-1322-c4b9-0140-27e54fcdefd4,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2026-06-03,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-08-05 22:14:00
1d15a56c-8dbf-e865-2a2b-4d1a8df1944f,7870c89c-4e15-24f2-599f-9fed952e3305,Cisco Certified Network Associate (CCNA),Cisco,2025-01-30,2028-01-30,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-08-02 13:36:00
06458fa3-4700-2e89-b4e7-f7ddefab3ee6,c7696a46-090a-f3e0-8772-dff7dab92589,Docker Certified Associate,Docker / Mirantis,2024-08-19,,https://training.mirantis.com/,2026-09-16 10:27:00
88f11964-80fc-844f-b039-59045d73805a,2ba41da8-c820-ac8a-86e0-31408e456886,Google Data Analytics Professional Certificate,Google / Coursera,2026-01-25,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-04 08:38:00
10e2b3f8-0af5-5a81-e6da-fdd25be52d53,5536bd5f-9e2b-5770-2c4d-8acd845c7a3e,Docker Certified Associate,Docker / Mirantis,2025-07-27,,https://training.mirantis.com/,2026-08-20 12:42:00
51c07967-5d69-4936-5d4c-068772c467d6,5536bd5f-9e2b-5770-2c4d-8acd845c7a3e,Tableau Desktop Specialist,Tableau / Salesforce,2024-06-29,,https://www.tableau.com/learn/certification,2026-08-20 12:42:00
2a2ace50-ddae-8322-0e78-4de39cca8864,6afcdf87-2e3f-a03a-ffe0-8f41c65abb30,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-04-29,,https://pythoninstitute.org/pcep,2026-09-07 03:39:00
3abc5a7f-cf6d-8639-fbf4-e9d0d594c391,e1697c3e-03dd-19b1-3e31-14aa7f1b47ba,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-04-12,,https://pythoninstitute.org/pcep,2026-07-26 04:51:00
d31f23ae-4161-e95d-cb5f-85f5a10e0c72,677a740e-4adb-6881-85cb-135aae2f9cbf,Machine Learning Specialization,DeepLearning.AI / Coursera,2024-11-30,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-07 20:39:00
a2ace920-3c4b-7fc8-7a48-4132ae9bf313,677a740e-4adb-6881-85cb-135aae2f9cbf,CompTIA Security+,CompTIA,2026-07-07,2029-07-06,https://www.comptia.org/certifications/security,2026-08-07 20:39:00
222f92f8-1994-988e-17be-d924207a94dd,a278c88a-fc78-1c5a-d1f8-4d79241cc262,Tableau Desktop Specialist,Tableau / Salesforce,2025-11-28,,https://www.tableau.com/learn/certification,2026-09-03 14:35:00
9e22d9bc-9ae2-b6d2-18cd-f714d3ff7e55,1bf56c95-a7e1-9ab0-9425-b29dc4008d41,Tableau Desktop Specialist,Tableau / Salesforce,2025-02-13,,https://www.tableau.com/learn/certification,2026-08-29 16:35:00
a8232226-7e45-9ab7-e2a1-27c5fae49ce7,a2e0f852-b2bd-4452-04bf-be6a353ca07e,Cisco Certified Network Associate (CCNA),Cisco,2026-06-18,2029-06-17,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-08-05 04:58:00
c6f3b2dc-fbed-24e5-36fd-096f3fcb126b,b1c4ef50-4eea-7844-2394-38b7e7763526,Cisco Certified Network Associate (CCNA),Cisco,2024-01-10,2027-01-09,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-09-18 21:16:00
7aecba0c-d956-4f81-8051-ecb9ee466444,b1c4ef50-4eea-7844-2394-38b7e7763526,Docker Certified Associate,Docker / Mirantis,2025-07-15,,https://training.mirantis.com/,2026-09-18 21:16:00
844ba88d-f2d0-8a26-b27e-7b9d63f3978f,da4dd3c5-1b1c-8af3-a615-217d55b9998e,CompTIA Security+,CompTIA,2025-11-30,2028-11-29,https://www.comptia.org/certifications/security,2026-08-21 07:07:00
6afc4691-8171-e098-b71f-d0bf36550069,da4dd3c5-1b1c-8af3-a615-217d55b9998e,Cisco Certified Network Associate (CCNA),Cisco,2025-10-08,2028-10-07,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-08-21 07:07:00
46175fce-4bf7-dc4a-d496-1a223b7f9f07,842e5527-b16a-d616-5ea9-edb3cf9793e3,Docker Certified Associate,Docker / Mirantis,2024-05-30,,https://training.mirantis.com/,2026-08-14 19:53:00
567d6d17-37ac-276f-29d0-98bdb8cc826e,11a0d06c-6be0-a953-29f3-2051b95a4616,CompTIA Security+,CompTIA,2026-05-04,2029-05-03,https://www.comptia.org/certifications/security,2026-07-25 05:03:00
7022906e-481f-2612-71b8-211896226bc5,6c9ea692-334c-0920-3f94-3466091024e7,Cisco Certified Network Associate (CCNA),Cisco,2026-03-14,2029-03-13,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-07-26 14:19:00
b3c3fbf7-641b-6de8-6420-fcc90b46730b,b1d250bc-b742-7eb6-154f-82435bc75849,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-08-23,,https://pythoninstitute.org/pcep,2026-07-29 15:31:00
cba26e7e-cb6f-807d-c4f3-ae86e18732f8,e2302224-250b-6c28-4ebc-a2d6b55f1265,Docker Certified Associate,Docker / Mirantis,2023-09-26,,https://training.mirantis.com/,2026-07-30 02:57:00
c6fe18c9-3903-2f89-11f7-714fc22ac6cb,102478ac-328e-99cd-7ec8-6fd6b8f57bcf,PCEP – Certified Entry-Level Python Programmer,Python Institute,2024-12-12,,https://pythoninstitute.org/pcep,2026-09-12 08:34:00
34385a2f-a26d-3566-8ac2-b0e94d79189d,c4cf769e-b363-8c5a-cdc9-62721449603c,Deep Learning Specialization,DeepLearning.AI / Coursera,2025-10-13,,https://www.coursera.org/specializations/deep-learning,2026-07-31 23:12:00
06fcd848-fd75-9dd2-91ec-e8f4e6aab28f,c4cf769e-b363-8c5a-cdc9-62721449603c,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-07-21,,https://pythoninstitute.org/pcep,2026-07-31 23:12:00
c9a86854-e961-7b0f-c60e-cdba539995e2,4eea696c-ed54-3aa0-2c3b-e788beb98ddb,CompTIA Security+,CompTIA,2025-10-14,2028-10-13,https://www.comptia.org/certifications/security,2026-09-08 09:35:00
b3e3cb18-eab7-e3b7-1689-ebcf8429edf3,45856270-140c-9b0d-6e6d-d4635c73e1ed,"Oracle Certified Associate, Java SE Programmer",Oracle,2026-03-03,,https://education.oracle.com/,2026-09-09 00:12:00
a75d8eb1-1b3a-ec16-c662-00a15079d01b,54d3edb4-2703-fb66-65b2-5d353b3f3679,Google Data Analytics Professional Certificate,Google / Coursera,2026-01-18,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-09-01 15:06:00
a007dd3e-4ff7-5f78-0862-63f92546a888,54d3edb4-2703-fb66-65b2-5d353b3f3679,Machine Learning Specialization,DeepLearning.AI / Coursera,2026-03-21,,https://www.coursera.org/specializations/machine-learning-introduction,2026-09-01 15:06:00
94ac96f7-bda2-f023-6056-f67fb6153051,2f1b8c90-a28f-3731-5b2e-a9d6c7eaf180,Deep Learning Specialization,DeepLearning.AI / Coursera,2024-12-26,,https://www.coursera.org/specializations/deep-learning,2026-07-20 01:30:00
a278b6b3-49e9-6739-7819-f8617f815a33,84386aaf-a3fd-8f6f-1a33-47cba3dca0c6,Meta Front-End Developer Professional Certificate,Meta / Coursera,2026-04-17,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-08-24 01:54:00
f30637f9-ee61-8f85-9e2e-9f4240f8e73b,40e00833-8514-0240-8a7f-81ddea4f5853,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2025-04-12,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-28 22:32:00
314644d2-9100-53cf-81b4-93a8e99be389,40e00833-8514-0240-8a7f-81ddea4f5853,Elements of AI,University of Helsinki,2025-08-27,,https://www.elementsofai.com/,2026-07-28 22:32:00
94eb98ec-f7b0-94ac-cbe8-79252db5322b,a6319b8e-a603-8076-c202-0122a9789239,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-12-13,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-03 19:01:00
23bdee65-f1b2-b5e2-4a8a-149c98cb7162,a6319b8e-a603-8076-c202-0122a9789239,Google Data Analytics Professional Certificate,Google / Coursera,2026-01-07,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-03 19:01:00
46554866-60d4-417c-3283-02de234e2cfc,c7dba592-fd1a-b6b5-b3ca-a376d09795e3,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2025-07-22,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-23 19:06:00
4a10a7fa-d8f8-cb0a-1aa8-fcd7afb03328,c7dba592-fd1a-b6b5-b3ca-a376d09795e3,CompTIA Security+,CompTIA,2024-08-21,2027-08-21,https://www.comptia.org/certifications/security,2026-07-23 19:06:00
02c6ec5f-d376-f79f-6de9-a6a519b8350b,efd13d60-3e3c-54d1-360f-b1f2fdb59d06,Google Data Analytics Professional Certificate,Google / Coursera,2024-03-03,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-08 12:40:00
1e4bc2fc-459e-4234-0ab0-79c9b9f4b14e,fa923fde-df89-7a84-b8e2-c5e24f5d9769,Microsoft Certified: Azure Fundamentals (AZ-900),Microsoft,2024-07-21,,https://learn.microsoft.com/en-us/credentials/certifications/azure-fundamentals/,2026-09-13 22:42:00
adb3a657-3053-e0d7-f937-efb903906426,e51d86f2-856c-df86-2370-c9e97ab09e1b,Elements of AI,University of Helsinki,2023-12-22,,https://www.elementsofai.com/,2026-08-13 17:02:00
e60e26a9-5bac-928a-9563-fdbf6aedf1cc,290e9997-6afb-0cf2-4921-c5857d35c657,Docker Certified Associate,Docker / Mirantis,2024-02-20,,https://training.mirantis.com/,2026-08-08 21:26:00
920b03da-4b15-4327-a927-6404dd1b44c3,4bb64f5a-b74d-79e0-081b-0b205f0c3ee5,Cisco Certified Network Associate (CCNA),Cisco,2023-10-13,2026-10-12,https://www.cisco.com/site/us/en/learn/training-certifications/certifications/enterprise/ccna/index.html,2026-08-12 09:00:00
390c1784-58f2-5b67-9723-c72d6ee9f14e,4bb64f5a-b74d-79e0-081b-0b205f0c3ee5,Google Data Analytics Professional Certificate,Google / Coursera,2026-03-19,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-12 09:00:00
21a36b6b-d8b6-ce78-9e8f-cbcf954134c7,2c8fbe55-7164-92ba-8c14-a123771844b2,AWS Certified Cloud Practitioner,Amazon Web Services,2025-06-09,2028-06-08,https://aws.amazon.com/certification/certified-cloud-practitioner/,2026-08-09 13:04:00
ded08fe4-ab2a-6a44-2427-b93ef8ee840d,a13fe1be-16ac-56d0-840f-c16f8fa84ec0,Microsoft Certified: Power BI Data Analyst Associate (PL-300),Microsoft,2024-12-15,,https://learn.microsoft.com/en-us/credentials/certifications/data-analyst-associate/,2026-07-30 16:58:00
dd971d7e-c820-20d2-b40b-a71a03cdd7a4,a13fe1be-16ac-56d0-840f-c16f8fa84ec0,Meta Front-End Developer Professional Certificate,Meta / Coursera,2026-06-29,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-07-30 16:58:00
fddb7a02-4e7f-9df4-d599-67b3c9713747,d1328e84-aaf6-267b-567d-589ba2d9cd29,Docker Certified Associate,Docker / Mirantis,2025-03-07,,https://training.mirantis.com/,2026-07-17 12:58:00
6973f8ad-5c58-272b-d62d-9b6572a0f1ee,d1328e84-aaf6-267b-567d-589ba2d9cd29,Google Data Analytics Professional Certificate,Google / Coursera,2025-12-25,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-17 12:58:00
ef3e0952-6e82-3445-968a-89d4f1435d69,a01d3239-20ab-96a9-71df-2c8d9885adb1,PCEP – Certified Entry-Level Python Programmer,Python Institute,2025-01-27,,https://pythoninstitute.org/pcep,2026-07-28 15:19:00
ad351fd0-05dd-b4e3-58e8-17ef17e84a53,c1be9c4b-b95c-1497-4b53-aa96248fae82,PCEP – Certified Entry-Level Python Programmer,Python Institute,2026-07-29,,https://pythoninstitute.org/pcep,2026-09-15 23:34:00
01946e64-19a9-0b0e-054b-6638d45012c7,75788cd5-d560-8029-697f-ec0f43b4e0b9,Docker Certified Associate,Docker / Mirantis,2026-03-28,,https://training.mirantis.com/,2026-08-30 16:22:00
1b1a14b6-3c2f-e50f-03ac-34f821589df4,050f08a6-7c14-1e97-dfd4-e0c2e5f33e3d,Meta Front-End Developer Professional Certificate,Meta / Coursera,2024-10-19,,https://www.coursera.org/professional-certificates/meta-front-end-developer,2026-07-20 20:09:00
bb66daec-d4ea-6d80-6ce1-36ea7319ce35,050f08a6-7c14-1e97-dfd4-e0c2e5f33e3d,Elements of AI,University of Helsinki,2025-06-03,,https://www.elementsofai.com/,2026-07-20 20:09:00
74ee230d-551f-ea2e-0a2d-92b93264f4a7,d1b3f6b1-6d73-4f93-16c6-8aada8bfb083,Google Data Analytics Professional Certificate,Google / Coursera,2024-02-27,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-09 00:01:00
7ccc53d4-1496-ba9f-bfdc-ea3bcb2b42b2,88c6f51b-9c40-00ae-f41e-7b9e1b14b563,Tableau Desktop Specialist,Tableau / Salesforce,2025-08-22,,https://www.tableau.com/learn/certification,2026-07-13 23:06:00
3a07af70-b8a4-5f4d-47de-d823fe358dad,18bd689c-1802-1fa0-42f3-707a23ca9cae,Docker Certified Associate,Docker / Mirantis,2026-05-25,,https://training.mirantis.com/,2026-08-26 22:53:00
aa46b6f4-ef3b-9cc8-3287-6269bdb4971b,18bd689c-1802-1fa0-42f3-707a23ca9cae,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-08-15,,https://www.coursera.org/specializations/machine-learning-introduction,2026-08-26 22:53:00
7a704336-be2d-3932-b8a7-f4186132fbac,e4b4a59d-5735-025f-b562-a92314b654c4,Google Data Analytics Professional Certificate,Google / Coursera,2023-10-29,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-07-04 01:44:00
b9755a56-3218-d85f-8166-a93e3eeadaf8,c0a18525-4e50-0c39-64ab-0c196beb8c0f,Machine Learning Specialization,DeepLearning.AI / Coursera,2025-06-13,,https://www.coursera.org/specializations/machine-learning-introduction,2026-09-12 18:35:00
ced923d6-25bd-8a41-c3f6-6c6879ce0112,f63a5201-69ce-ba2d-da76-bedd89cdd093,Google Data Analytics Professional Certificate,Google / Coursera,2024-08-19,,https://www.coursera.org/professional-certificates/google-data-analytics,2026-08-31 11:34:00
23ce9ae9-770f-217f-02e0-f81e08d654fc,f63a5201-69ce-ba2d-da76-bedd89cdd093,Tableau Desktop Specialist,Tableau / Salesforce,2024-10-10,,https://www.tableau.com/learn/certification,2026-08-31 11:34:00
